date,day,team,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing ,department_sweing,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_5,day_of_week_6
2015-01-10,Saturday,2,1.1900765912007638,-0.27016395920505437,1.7274593655063923,63,0.0,0,0,57.5,0.800594466,1,1,0,0,0,0,1,0,0,0,1,0
2015-01-10,Saturday,4,1.1900765912007638,-0.3338687467205583,1.7543457080878397,63,0.0,0,0,58.0,0.801028213,1,1,0,0,0,0,1,0,0,0,1,0
2015-01-10,Saturday,2,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.817102273,1,1,0,0,0,1,0,0,0,0,1,0
2015-01-10,Saturday,11,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.817424242,1,1,0,0,0,1,0,0,0,0,1,0
2015-01-10,Saturday,10,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.846950758,1,1,0,0,0,1,0,0,0,0,1,0
2015-01-10,Saturday,8,0.9907832076861733,0.022591749714508537,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,0,0,0,1,0
2015-01-10,Saturday,7,0.9907832076861733,-0.11197566661037613,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,0,0,0,1,0
2015-01-10,Saturday,9,1.0145521433347027,-0.0031764789434481004,1.8081183932507343,75,0.0,0,0,59.0,0.851174114,1,1,0,0,0,0,1,0,0,0,1,0
2015-01-10,Saturday,9,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.858143939,1,1,0,0,0,1,0,0,0,0,1,0
2015-01-10,Saturday,4,-1.0167776647819042,-0.0625865616826259,0.42795280740310715,0,0.0,0,0,20.0,0.911589744,1,1,0,0,0,1,0,0,0,0,1,0
2015-01-10,Saturday,3,-0.9975796782965537,-0.0625865616826259,-0.539955525528995,0,0.0,0,0,12.0,0.930340376,1,1,0,0,0,1,0,0,0,0,1,0
2015-01-10,Saturday,1,-1.0167776647819042,-0.0625865616826259,-0.7191978094053102,0,0.0,0,0,8.0,0.985,1,1,0,0,0,1,0,0,0,0,1,0
2015-01-11,Sunday,3,0.43952673860682434,-0.059723425165075165,0.5534224061165278,0,0.0,0,0,55.0,0.690182815,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,11,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.668087121,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.653598485,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.609138258,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,5,0.5236322032093119,0.05838095618389275,1.0194523441949475,0,0.0,0,0,57.0,0.452979626,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,6,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.597348485,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,7,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.590435606,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,4,3.2378618163048136,-0.4040155914005513,1.7543457080878397,0,0.0,0,0,58.0,0.473134796,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,10,1.1900765912007638,-0.26085876552301446,1.781232050669287,38,0.0,0,0,58.5,0.8,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,11,-0.2324027883804422,-0.21146966059526423,1.4854822822733669,30,0.0,0,0,53.0,0.600229846,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,2,1.1900765912007638,-0.23008004795934403,1.781232050669287,63,0.0,0,0,58.5,0.8,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,3,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.93532197,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,6,-0.33387785980300894,-0.17138574934955392,0.27559686610823925,50,0.0,0,0,30.5,0.800343766,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,2,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.820833333,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,10,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.828295455,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,8,0.9907832076861733,0.05909674031328044,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,7,0.9907832076861733,-0.08191273317609338,1.6736866803434978,45,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,1,1.0145521433347027,0.1836431788267375,1.8081183932507343,75,0.0,0,0,59.0,0.850502311,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,9,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.858143939,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.873068182,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,9,1.0145521433347027,-0.022502650436915576,1.8081183932507343,88,0.0,0,0,59.0,0.900215716,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-11,Sunday,4,-1.0167776647819042,-0.0625865616826259,-0.28901632810215366,0,0.0,0,0,20.0,0.925643939,1,1,0,0,0,1,0,0,0,0,0,1
2015-01-11,Sunday,12,-0.31559406315029426,-0.16494369218506477,0.3293695512711338,50,0.0,0,0,31.5,0.800246753,1,1,0,0,0,0,1,0,0,0,0,1
2015-01-12,Monday,12,-0.31559406315029426,-0.26229033378178984,-0.029115016481496604,50,0.0,0,0,31.5,0.80007657,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,2,1.1900765912007638,-0.27875336875770657,1.781232050669287,63,0.0,0,0,58.5,0.8,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.725,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,10,3.2378618163048136,-0.5335725188197222,0.7057783474113958,45,0.0,0,0,58.5,0.688557555,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,6,-0.33387785980300894,-0.20288025104261204,0.3293695512711338,50,0.0,0,0,31.5,0.800181818,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,11,-0.2324027883804422,-0.08763900621119486,1.4854822822733669,44,0.0,0,0,53.0,0.64998056,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,10,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.773333333,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,11,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.640577652,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,4,0.6708167662636655,-0.3904156929421853,0.8312479461248163,0,0.0,0,0,51.5,0.35063299,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,5,0.5236322032093119,0.010423419514917901,1.1628461712959994,0,0.0,0,0,59.0,0.650040783,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,3,0.43952673860682434,-0.13273340636261896,1.593027652599156,0,0.0,0,0,55.0,0.800273829,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,7,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.648106061,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,6,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.817424242,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.955151515,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,4,-0.9838668308070176,-0.0625865616826259,-0.39656169842794275,0,0.0,0,0,18.0,0.942213805,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,3,-0.9975796782965537,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.905454545,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,2,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.880530303,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.809564394,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-12,Monday,1,1.0145521433347027,-0.01963951391936484,1.0911492577454733,75,0.0,0,0,59.0,0.850522167,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,9,1.0145521433347027,-0.023934218695690946,1.8081183932507343,75,0.0,0,0,59.0,0.850502311,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,7,0.9907832076861733,-0.06831283471772738,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,8,0.9907832076861733,0.07627555941858487,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,0,0,0,0,0
2015-01-12,Monday,9,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.858143939,1,1,0,0,0,1,0,0,0,0,0,0
2015-01-13,Tuesday,6,-0.31559406315029426,-0.08763900621119486,0.3293695512711338,50,0.0,0,0,31.5,0.800246753,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,4,0.6708167662636655,-0.2458272988058731,1.6736866803434978,23,0.0,0,0,56.5,0.500380799,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,5,0.5236322032093119,0.12208574369939666,1.7543457080878397,0,0.0,0,0,58.0,0.526810345,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,11,1.103228557100369,-0.42692068354095725,1.4854822822733669,37,0.0,0,0,53.0,0.582301029,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,11,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.601278409,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,7,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.670075758,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.681060606,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,3,2.4873119637108747,-0.4734466519511567,1.593027652599156,54,0.0,0,0,55.0,0.705576584,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,2,1.1900765912007638,-0.28877434656913414,1.781232050669287,50,0.0,0,0,58.5,0.8,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,12,-0.31559406315029426,-0.045407742577321476,0.3293695512711338,50,0.0,0,0,31.5,0.800246753,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,10,0.6708167662636655,-0.2945006196042356,1.6736866803434978,23,0.0,0,0,56.5,0.773333333,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,2,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.805909091,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,7,0.9907832076861733,-0.0003133424258973629,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,8,0.9907832076861733,0.06052830857205581,1.7005730229249452,60,0.0,0,0,57.0,0.850252525,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,9,1.0145521433347027,0.021160181455733167,1.8081183932507343,75,0.0,0,0,59.0,0.850502311,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,1,1.0145521433347027,-0.03824990128344463,1.8081183932507343,75,0.0,0,0,59.0,0.850502311,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-13,Tuesday,9,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.858143939,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,3,-0.9975796782965537,-0.0625865616826259,-0.8805158648939938,0,0.0,0,0,9.0,0.901262626,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,10,-1.0167776647819042,-0.0625865616826259,0.24871052352679196,0,0.0,0,0,20.0,0.912766667,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,2.0,0.951420455,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,4,-0.9838668308070176,-0.0625865616826259,-0.7191978094053102,0,0.0,0,0,12.0,0.952020202,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-13,Tuesday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.821354167,1,1,0,0,0,1,0,1,0,0,0,0
2015-01-14,Wednesday,1,1.0145521433347027,-0.02465000282507863,1.8081183932507343,63,0.0,0,0,59.0,0.800117103,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,5,0.5236322032093119,-0.11555458725731454,0.8222858319310006,0,0.0,0,0,58.0,0.700095563,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.667329545,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,4,0.6708167662636655,-0.2222064225360795,0.15908938158863437,23,0.0,0,0,57.0,0.600369686,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,2,-1.0167776647819042,-0.0625865616826259,-0.988061235219783,0,0.0,0,0,8.0,0.773333333,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,11,-0.041337113359573276,-0.20645917168955044,0.7864373751557375,23,0.0,0,0,55.0,0.773333333,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,10,-1.0167776647819042,-0.0625865616826259,-0.988061235219783,0,0.0,0,0,8.0,0.773333333,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,2,3.287228067267144,-0.028944707601404735,-0.09184981583820692,27,0.0,0,0,57.0,0.773333333,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,10,0.6708167662636655,-0.12843870158629286,-0.351751127458864,23,0.0,0,0,56.5,0.499980334,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,6,-0.31559406315029426,-0.11054409835160076,0.3293695512711338,38,0.0,0,0,31.5,0.800246753,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,7,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.837594697,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,3,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,7.0,0.820833333,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,11,-0.9975796782965537,-0.0625865616826259,-0.7729704945682047,0,0.0,0,0,7.0,0.934607438,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,4,-0.9838668308070176,-0.0625865616826259,-0.5578797539166265,0,0.0,0,0,8.0,0.908080808,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,7,0.9907832076861733,0.016865476679407063,1.6736866803434978,70,0.0,0,0,56.5,0.900144811,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.891723485,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,12,-0.31559406315029426,0.023307533843896222,-0.4772207261722846,50,0.0,0,0,31.5,0.800313433,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,9,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.858143939,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-14,Wednesday,9,1.0145521433347027,0.07555977528919718,1.8081183932507343,75,0.0,0,0,59.0,0.850502311,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,8,0.9907832076861733,0.0655387974777696,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,1,0,0,0,0,1,0,1,0,0,0
2015-01-14,Wednesday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,15.0,0.864583333,1,1,0,0,0,1,0,0,1,0,0,0
2015-01-15,Thursday,12,-0.31559406315029426,0.06410722921899423,0.11427881061955555,50,0.0,0,0,31.5,0.80003139,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,11,-0.01573979804577254,-0.14991222546792338,1.593027652599156,30,0.0,0,0,55.0,0.500025069,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,10,0.6817870442552945,-0.03610254889528158,1.6736866803434978,23,0.0,0,0,56.5,0.600291767,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.606912879,1,0,1,0,0,1,0,0,0,1,0,0
2015-01-15,Thursday,4,0.6817870442552945,-0.1821225112903692,1.6468003377620506,26,0.0,0,0,56.0,0.650130952,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,3,0.6817870442552945,-0.017492161531201787,1.6736866803434978,30,0.0,0,0,56.5,0.660683293,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,7,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.689299242,1,0,1,0,0,1,0,0,0,1,0,0
2015-01-15,Thursday,5,0.5236322032093119,-0.5264146775258454,1.7543457080878397,0,0.0,0,0,58.0,0.700060345,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,2,0.7201830172259955,-0.05900764103568748,1.5661413100177086,23,0.0,0,0,54.5,0.499998888,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,6,-0.31559406315029426,-0.030376275860180105,0.11427881061955555,38,0.0,0,0,31.5,0.80003139,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,7,0.9907832076861733,0.11063319762919371,1.6736866803434978,60,0.0,0,0,56.5,0.850136766,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,8,0.9907832076861733,0.03619164817287454,1.3152021125908675,60,0.0,0,0,56.5,0.850415628,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,1,1.0145521433347027,0.024023317973283904,1.8081183932507343,75,0.0,0,0,59.0,0.850502311,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-15,Thursday,9,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.858143939,1,0,1,0,0,1,0,0,0,1,0,0
2015-01-15,Thursday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.860653409,1,0,1,0,0,1,0,0,0,1,0,0
2015-01-15,Thursday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.884261364,1,0,1,0,0,1,0,0,0,1,0,0
2015-01-15,Thursday,10,-1.0167776647819042,-0.0625865616826259,-0.34278901326504824,0,0.0,0,0,19.0,0.953110048,1,0,1,0,0,1,0,0,0,1,0,0
2015-01-15,Thursday,4,-0.9838668308070176,-0.0625865616826259,-0.28901632810215366,0,0.0,0,0,20.0,0.988636364,1,0,1,0,0,1,0,0,0,1,0,0
2015-01-15,Thursday,9,1.0145521433347027,0.17362220101530992,1.8081183932507343,63,0.0,0,0,59.0,0.800117103,1,0,1,0,0,0,1,0,0,1,0,0
2015-01-17,Saturday,4,0.6817870442552945,-0.21576436537159036,1.6736866803434978,50,0.0,0,0,56.5,0.7005417,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.675568182,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,7,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.661837121,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,10,0.6817870442552945,0.02617067036144696,1.5392549674362614,35,0.0,0,0,54.0,0.650198653,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,11,-0.9975796782965537,-0.0625865616826259,-0.988061235219783,0,0.0,0,0,7.0,0.773333333,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,6,-1.1118534073760207,-0.0625865616826259,-1.095606605545572,0,0.0,0,0,5.0,0.465757576,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,5,2.3885794617862146,-0.053281368000586006,1.7543457080878397,21,0.0,0,0,58.0,0.452012539,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,2,0.7201830172259955,-0.18713300019608298,0.5982329770856066,23,0.0,0,0,56.5,0.77011398,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,11,-0.01573979804577254,-0.07117597123527811,1.6468003377620506,38,0.0,0,0,56.0,0.600273268,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,9,1.0145521433347027,0.0011182258328780057,1.8081183932507343,63,0.0,0,0,59.0,0.800117103,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,3,0.6817870442552945,0.009707635385530218,1.6736866803434978,30,0.0,0,0,56.5,0.600291767,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,8,0.9907832076861733,0.11850682305245824,1.6736866803434978,50,0.0,0,0,56.5,0.800128721,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,2,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.980909091,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,10,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.974621212,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.884261364,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,1,3.0733076464303815,-0.683887185991136,1.8081183932507343,63,0.0,0,0,59.0,0.800117103,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,5,-0.9975796782965537,-0.0625865616826259,-0.5578797539166265,0,0.0,0,0,15.0,0.98719697,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-17,Saturday,6,-0.33387785980300894,-0.042544606059770736,0.27559686610823925,63,0.0,0,0,30.5,0.800343766,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,12,-0.31559406315029426,-0.0625865616826259,0.3293695512711338,63,0.0,0,0,31.5,0.800246753,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,7,0.9907832076861733,0.19294837250877742,1.6736866803434978,50,0.0,0,0,56.5,0.800128721,1,0,1,0,0,0,1,0,0,0,1,0
2015-01-17,Saturday,9,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.82680303,1,0,1,0,0,1,0,0,0,0,1,0
2015-01-18,Sunday,3,0.6817870442552945,0.00827606712675485,1.6736866803434978,35,0.0,0,0,56.5,0.650416734,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,10,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.773333333,1,0,1,0,0,1,0,0,0,0,0,1
2015-01-18,Sunday,1,3.1117036194010823,0.18221161056796215,1.7274593655063923,24,0.0,0,0,57.5,0.403242161,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,9,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.582045455,1,0,1,0,0,1,0,0,0,0,0,1
2015-01-18,Sunday,5,0.48797879973651814,-0.06831283471772738,1.7543457080878397,30,0.0,0,0,58.0,0.600062696,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.639867424,1,0,1,0,0,1,0,0,0,0,0,1
2015-01-18,Sunday,2,0.7201830172259955,-0.07260753949405348,1.6736866803434978,26,0.0,0,0,56.5,0.650243497,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,11,-0.01573979804577254,0.009707635385530218,1.7005730229249452,44,0.0,0,0,57.0,0.650299575,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,12,1.07945962145184,-0.3875525564246346,0.3293695512711338,56,0.0,0,0,31.5,0.662255892,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,10,0.6817870442552945,-0.08907057446997022,1.6468003377620506,40,0.0,0,0,56.0,0.700094156,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.852793561,1,0,1,0,0,1,0,0,0,0,0,1
2015-01-18,Sunday,4,0.6817870442552945,-0.17496466999649235,1.6736866803434978,50,0.0,0,0,56.5,0.7005417,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,9,1.0145521433347027,0.18221161056796215,-0.27109209971452214,50,0.0,0,0,59.0,0.800015009,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,8,0.9907832076861733,0.1156436865349075,1.6736866803434978,38,0.0,0,0,56.5,0.800128721,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,7,3.0879346837525534,-0.3596369753785149,1.6736866803434978,50,0.0,0,0,56.5,0.800128721,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,6,-0.33387785980300894,0.009707635385530218,0.27559686610823925,63,0.0,0,0,30.5,0.800343766,1,0,1,0,0,0,1,0,0,0,0,1
2015-01-18,Sunday,6,-1.1118534073760207,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.804848485,1,0,1,0,0,1,0,0,0,0,0,1
2015-01-18,Sunday,11,-0.9975796782965537,-0.0625865616826259,-0.7191978094053102,0,0.0,0,0,12.0,0.838383838,1,0,1,0,0,1,0,0,0,0,0,1
